号码,省份,手机品牌,通信品牌,手机操作系统,月消费（元）,月流量（MB）
166423453447,河南,HTC,神州行,Android,220.3,1432.2
166631928672,山西,HTC,动感地带,Android,123,1050.8
166713313070,贵州,HTC,神州行,Android,171.6,1214.3
166818363409,青海,HTC,动感地带,Windows Mobile,190.6,1365.3
166730124468,海南,HTC,动感地带,Android,186.6,1400.7
166412967269,贵州,HTC,神州行,Windows Mobile,4,1666.2
166580953673,辽宁,HTC,全球通,Android,27.3,1803.9
166017237517,云南,HTC,神州行,Android,2.7,1625.3
166829396955,江苏,HTC,全球通,Android,21.1,1573.1
166600437923,上海,HTC,全球通,Android,81.4,1794.2
166412695194,天津,HTC,神州行,Windows Mobile,110.5,611.4
166999839774,浙江,HTC,动感地带,Android,156.5,55
166999848439,四川,HTC,动感地带,Android,191.6,1196.3
166712726782,吉林,HTC,神州行,Android,298.7,627.2
166717513807,天津,HTC,神州行,Android,64.8,683.6
166549570328,福建,HTC,神州行,Android,277.2,1633.7
166424976368,甘肃,HTC,动感地带,Android,211,1886.3
166713622320,台湾,HTC,动感地带,Android,149.6,1758.2
166929396385,福建,HTC,全球通,Windows Mobile,17.4,1246
166712360765,辽宁,HTC,全球通,Windows Mobile,151.7,168.9
166433775915,海南,HTC,神州行,Android,11.5,1868.1
166728435875,四川,HTC,神州行,Android,223.1,135.7
166538637886,海南,HTC,神州行,Android,257.9,1720.6
166813022018,广东,HTC,动感地带,Android,263.9,1034.1
166730121493,新疆,HTC,动感地带,Android,67,1039.6
166418371805,陕西,HTC,神州行,Windows Mobile,88.6,42
166790339236,广东,HTC,动感地带,Android,253.8,1447.1
166816970832,新疆,HTC,动感地带,Android,181.7,627.3
166818417393,重庆,HTC,动感地带,Android,155.1,713.4
166019163305,广东,HTC,神州行,Android,204.7,1332.4
166763262820,云南,HTC,动感地带,Android,157.2,77.5
166450746309,吉林,HTC,动感地带,Android,204.1,1981.7
166816970498,安徽,HTC,动感地带,Android,16.6,1978
166795035455,河北,HTC,动感地带,Android,11.2,1759
166424963194,河南,HTC,动感地带,Windows Mobile,0.9,1563.5
166537391156,浙江,HTC,神州行,Android,236.6,1251.5
166751638415,福建,HTC,动感地带,Android,26.3,203.2
166712596881,湖北,HTC,神州行,Android,218.3,1497.6
166923061200,甘肃,HTC,全球通,Android,169.2,1044.1
166925905815,宁夏,HTC,动感地带,Android,118.2,1329.6
166099845880,澳门,HTC,动感地带,Android,33.2,608
166814516783,宁夏,HTC,神州行,Android,191.2,1678.6
166751423447,山西,HTC,动感地带,Windows Mobile,100.8,622.7
166795039831,山西,HTC,动感地带,Windows Mobile,113.9,844.9
166999858306,四川,HTC,动感地带,Android,106.9,1698.8
166920372706,湖南,HTC,动感地带,Android,267.9,1566.2
166818404930,河南,HTC,动感地带,Android,100.8,1387.9
166450759905,澳门,HTC,动感地带,Android,33.7,41.1
166795020398,湖南,HTC,动感地带,Android,30.3,1617
166712608864,内蒙古,HTC,神州行,Android,271.6,279.9
166992951231,山西,HTC,神州行,Android,283.9,581.4
166713125092,香港,HTC,动感地带,Android,102.6,396.1
166751620506,青海,HTC,动感地带,Android,128.6,1624.1
166450196201,北京,HTC,动感地带,Android,205.9,1297.1
166816959912,云南,HTC,动感地带,Android,232.5,357.5
166528137633,黑龙江,HTC,神州行,Android,194.5,356.8
166728543513,内蒙古,HTC,动感地带,Android,85.4,1879
166118423727,辽宁,HTC,神州行,Android,126.6,1749.7
166717488056,湖南,HTC,神州行,Windows Mobile,180.4,1172.2
166790535289,辽宁,HTC,动感地带,Android,230,1808.8
166730091131,青海,HTC,动感地带,Android,88.2,1684.6
166537291111,湖南,HTC,神州行,Windows Mobile,104,1086.6
166814452685,香港,HTC,神州行,Android,264.3,1886.9
166798902353,宁夏,HTC,动感地带,Android,240.4,1931.5
166925662232,北京,HTC,动感地带,Android,245,1516.9
166652819992,西藏,HTC,神州行,Android,118.3,1387.6
166643000045,上海,HTC,神州行,Android,234.5,1246.3
166751624465,河北,HTC,动感地带,Android,247.2,966
166015427944,云南,HTC,神州行,Android,223.1,774.7
166999877719,青海,HTC,动感地带,Android,114,1795.6
166920396716,重庆,HTC,动感地带,Android,106.9,778.9
166922659766,广东,HTC,全球通,Android,278.8,1542.5
166802518906,河南,HTC,全球通,Android,126.5,1731.2
166450188659,天津,HTC,动感地带,Android,40.7,780.1
166999865972,山东,HTC,动感地带,Android,196.1,292
166818583721,吉林,HTC,神州行,Windows Mobile,11,1337.6
166713572981,云南,HTC,动感地带,Android,235.8,586.8
166437592941,四川,HTC,神州行,Windows Mobile,24.6,836
166816970763,澳门,HTC,动感地带,Android,19.5,755.3
166790286347,黑龙江,HTC,动感地带,Android,89.8,1138.5
166929623153,山东,HTC,动感地带,Android,101.2,3
166798848234,台湾,HTC,动感地带,Android,207.7,1668.9
166899817296,上海,HTC,动感地带,Android,96.2,519.6
166480192900,湖北,HTC,动感地带,Android,29.5,358.8
166899807421,青海,HTC,全球通,Windows Mobile,47.3,404.9
166816961712,湖南,HTC,动感地带,Android,93.9,445.6
166581094023,湖北,HTC,动感地带,Android,266.5,717.2
166544872561,北京,HTC,神州行,Android,285.9,146.6
166686194055,香港,HTC,神州行,Android,284.9,606.6
166925664389,湖南,HTC,动感地带,Android,150,351.1
166818526826,贵州,HTC,动感地带,Android,253.7,172.7
166999848364,澳门,HTC,动感地带,Android,99.9,898.2
166686299525,海南,HTC,神州行,Android,204.5,274.9
166816968599,山西,HTC,动感地带,Android,134.6,1977.3
166790461258,山东,HTC,动感地带,Windows Mobile,129.6,816.3
166816969720,海南,HTC,神州行,Android,90.3,1774.3
166437501770,内蒙古,HTC,神州行,Android,107.7,1305
166751456964,贵州,HTC,动感地带,Android,281.8,354.2
166723729564,重庆,HTC,神州行,Windows Mobile,112.2,974.9
166559908511,西藏,HTC,神州行,Android,23.3,1087.3
166728309603,青海,HTC,神州行,Android,216.7,143.7
166751470381,江西,HTC,动感地带,Android,190.3,1817.2
166099912714,新疆,HTC,动感地带,Android,271,1463.5
166751630620,黑龙江,HTC,动感地带,Android,200.2,940.8
166992939950,甘肃,HTC,神州行,Android,36.4,958.5
166827048776,广东,HTC,全球通,Android,163.5,1187.3
166556837870,黑龙江,HTC,神州行,Android,177.3,135.2
166920838344,上海,HTC,动感地带,Android,15.3,1778
166763363872,福建,HTC,动感地带,Android,239.5,1246.6
166790638289,浙江,HTC,动感地带,Android,126.1,1872
166423138726,吉林,HTC,神州行,Android,197.5,791.9
166450784378,河北,HTC,动感地带,Android,286.3,25.1
166790826393,浙江,HTC,动感地带,Android,23,48.7
166412219759,江西,HTC,神州行,Android,122.4,288.9
166925684369,湖南,HTC,动感地带,Android,121.3,789.2
166556928023,香港,HTC,神州行,Android,250.4,1448.1
166798975030,重庆,HTC,动感地带,Android,122.5,951.6
166790795541,天津,HTC,神州行,Windows Mobile,51,1268.8
166751583829,新疆,HTC,动感地带,Android,273.3,579.7
166922672365,湖南,HTC,全球通,Android,38.4,509
166015311126,吉林,HTC,神州行,Android,39.6,136.2
166713211320,吉林,HTC,神州行,Android,53.1,1255.2
166816968303,青海,HTC,动感地带,Windows Mobile,132.4,1653.4
166433797378,吉林,HTC,神州行,Android,94.3,811.2
166798913313,新疆,HTC,神州行,Android,62.8,1599.4
166799022286,甘肃,HTC,动感地带,Android,68.8,384.2
166763242873,新疆,HTC,动感地带,Android,199.7,1719
166799000594,湖北,HTC,动感地带,Android,195.7,1698
166712480243,山西,HTC,神州行,Windows Mobile,1,527.7
166816969977,福建,HTC,动感地带,Android,185.5,342.7
166790485271,黑龙江,HTC,动感地带,Android,180.1,1017.9
166581007081,江西,HTC,动感地带,Windows Mobile,127.4,834.4
166794961673,宁夏,HTC,动感地带,Android,159.9,1220.9
166799060593,重庆,HTC,动感地带,Android,260.3,1524.6
166925694283,河南,HTC,动感地带,Android,32.1,754.8
166790467312,广西,HTC,动感地带,Android,238.5,42.1
166016975876,山西,HTC,神州行,Android,201.8,884.7
166920407533,台湾,HTC,动感地带,Android,132.5,1121.4
166686309558,贵州,HTC,神州行,Android,39.3,1514.3
166925839246,云南,HTC,动感地带,Android,144.5,372
166015377281,青海,HTC,神州行,Android,231.7,1031.1
166015428284,湖北,HTC,神州行,Windows Mobile,240.7,433.4
166763261888,山东,HTC,动感地带,Android,90.7,229.7
166413043883,新疆,HTC,神州行,Android,285.8,1497
166532868705,北京,HTC,神州行,Android,116,1630.8
166820939192,天津,HTC,动感地带,Android,216.3,1653.1
166751492974,广西,HTC,动感地带,Windows Mobile,104,1489.1
166999957306,广东,HTC,动感地带,Android,40,1223.9
166751460860,青海,HTC,动感地带,Android,65.1,1503.9
166730083426,福建,HTC,动感地带,Android,39.9,1635
166580867482,海南,HTC,动感地带,Android,14.8,1067
166920365272,贵州,HTC,动感地带,Android,154,1245.6
166799026837,吉林,HTC,动感地带,Android,30.6,1992.1
166561012501,广东,HTC,动感地带,Android,256.5,207.1
166712909693,宁夏,HTC,神州行,Windows Mobile,14.4,1147.1
166019337104,北京,HTC,神州行,Android,31.6,430.5
166812968700,安徽,HTC,动感地带,Android,101.1,338.2
166602525680,宁夏,HTC,全球通,Windows Mobile,120.1,61.2
166423529623,山西,HTC,神州行,Android,86,1303.5
166612907971,贵州,HTC,神州行,Android,57,1006.8
166434231730,云南,HTC,神州行,Android,283.2,1025.3
166712228613,河北,HTC,神州行,Android,243.9,180.4
166416764293,广西,HTC,神州行,Android,260.2,638.1
166670012419,北京,HTC,神州行,Android,262.5,1182.8
166818414835,上海,HTC,动感地带,Android,50.7,1846.8
166099923771,安徽,HTC,动感地带,Android,11.8,1540
166560971959,湖南,HTC,动感地带,Android,274.1,994.8
166602471819,青海,HTC,全球通,Android,247.1,741.6
166790798784,北京,HTC,动感地带,Android,142.2,263.3
166580893181,河南,HTC,动感地带,Android,213.4,580.5
166556775426,湖北,HTC,神州行,Android,167.7,1388.8
166795123998,安徽,HTC,动感地带,Android,202,1117.3
166424963481,云南,HTC,全球通,Android,216.3,1627.6
166015296532,西藏,HTC,神州行,Android,61.1,770.2
166480182906,福建,HTC,动感地带,Android,64.6,1243.5
166612837259,四川,HTC,神州行,Android,34,1129.3
166751498729,香港,HTC,动感地带,Android,185.5,318.4
166818364028,内蒙古,HTC,动感地带,Windows Mobile,184.7,653.1
166790409993,台湾,HTC,动感地带,Android,20.5,1923
166015371454,贵州,HTC,神州行,Android,115.4,1739
166581127808,陕西,HTC,动感地带,Android,53.8,1891.2
166999877754,台湾,HTC,动感地带,Android,190.4,690
166818373639,辽宁,HTC,动感地带,Windows Mobile,146.5,1092.2
166713115196,黑龙江,HTC,动感地带,Android,110.2,1791.5
166713418637,广西,HTC,神州行,Android,22.8,652.4
166580869605,江西,HTC,动感地带,Android,185.4,1087.2
166580909792,安徽,HTC,动感地带,Android,256.5,1452
166790601080,香港,HTC,动感地带,Android,93.2,1759.8
166728391115,江西,HTC,神州行,Android,106.3,701.7
166450208383,香港,HTC,动感地带,Android,248.4,550.3
166925728507,广东,HTC,动感地带,Android,169.8,1631.3
166790442895,安徽,HTC,动感地带,Android,120.3,1917.3
166790582239,青海,HTC,动感地带,Android,173.3,1708.7
166827366095,台湾,HTC,动感地带,Android,54.5,619.7
166816970901,湖南,HTC,动感地带,Android,35.4,822.2
166622807398,天津,HTC,神州行,Android,293.6,276
166581103243,内蒙古,HTC,动感地带,Android,152.6,857.6
166821076825,吉林,HTC,动感地带,Android,44.1,431.6
166925966329,湖北,HTC,全球通,Android,164.2,345.5
166014998622,吉林,HTC,动感地带,Android,219.9,1255.7
166825867613,甘肃,HTC,全球通,Android,249.1,1172.2
166818355667,浙江,HTC,动感地带,Android,186.7,761.3
166829353959,广西,HTC,全球通,Android,172.3,1629.9
166795026820,香港,HTC,动感地带,Android,222.3,180.1
166798847854,四川,HTC,动感地带,Android,84.5,384.5
166922639400,湖北,HTC,全球通,Windows Mobile,48.2,1940.6
166816972306,辽宁,HTC,动感地带,Android,297.9,45.2
166695070085,台湾,HTC,神州行,Android,196.9,1779.5
166925699220,广东,HTC,动感地带,Android,127.9,1595.3
166790537619,新疆,HTC,动感地带,Android,69,1744
166925679057,陕西,HTC,动感地带,Android,77.6,1574.9
166816971908,重庆,HTC,动感地带,Windows Mobile,237.2,558.3
166431542731,山西,HTC,神州行,Android,65.2,189.5
166544863470,山西,HTC,神州行,Android,149,888.5
166428550822,香港,HTC,动感地带,Android,289.6,533.2
166724722725,山西,HTC,动感地带,Android,175.9,314.4
166816969770,四川,HTC,动感地带,Windows Mobile,18.9,890.3
166581051857,浙江,HTC,动感地带,Android,56.6,965.7
166751625587,天津,HTC,动感地带,Android,162.1,1956.4
166920837961,内蒙古,HTC,动感地带,Android,165.2,1093.5
166609809242,江苏,HTC,全球通,Android,108.4,608.2
166923061937,湖北,HTC,全球通,Android,233.5,1543.9
166925689459,云南,HTC,动感地带,Android,4.6,1526
166437598721,吉林,HTC,神州行,Windows Mobile,151,215.3
166794956347,北京,HTC,动感地带,Android,150,651.3
166999848574,吉林,HTC,动感地带,Android,175.9,1916.9
166925642116,天津,HTC,动感地带,Android,216.3,771.3
166920366622,湖北,HTC,动感地带,Windows Mobile,296.2,768
166728340016,辽宁,HTC,神州行,Android,283.5,680.3
166818554300,澳门,HTC,动感地带,Android,129.5,1679.2
166450764798,西藏,HTC,动感地带,Android,207.7,1313.6
166532764926,江西,HTC,神州行,Windows Mobile,271.9,154.4
166816975922,四川,HTC,动感地带,Android,257.1,857.6
166712456750,福建,HTC,神州行,Android,145.4,592.7
166790566460,山东,HTC,动感地带,Android,83.3,333.4
166560972289,重庆,HTC,动感地带,Android,196.1,1660
166798989636,江西,HTC,动感地带,Android,134.5,1014.7
166730117771,山西,HTC,动感地带,Android,141.4,708.1
166532468597,湖南,HTC,神州行,Android,23.4,1300.3
166817774723,青海,HTC,神州行,Android,94.9,1869.8
166544910837,浙江,HTC,神州行,Android,130.2,1932.1
166818432486,澳门,HTC,动感地带,Android,282.9,246.9
166581114971,陕西,HTC,动感地带,Android,194.5,342.9
166726595706,浙江,HTC,神州行,Android,24.9,986.3
166925945814,河南,HTC,全球通,Android,76.1,227.2
166923078526,贵州,HTC,全球通,Windows Mobile,289.4,1251.1
166790358595,江苏,HTC,动感地带,Windows Mobile,125.1,1865.6
166015367092,河南,HTC,神州行,Android,31.1,981.7
166802518832,吉林,HTC,全球通,Android,250,165.2
166798983781,宁夏,HTC,动感地带,Android,265.1,1653.4
166799000721,贵州,HTC,动感地带,Android,16.2,951.7
166751531616,湖南,HTC,动感地带,Android,56.8,46.9
166925702615,澳门,HTC,神州行,Android,144.7,1376.5
166019249471,台湾,HTC,神州行,Android,212,1226.2
166537430259,湖南,HTC,神州行,Android,121.1,1619.6
166416969578,广东,HTC,神州行,Android,214.8,532.1
166751564799,重庆,HTC,动感地带,Android,96.9,1315.9
166414340360,黑龙江,HTC,神州行,Android,230.5,903.1
166423557334,海南,HTC,神州行,Android,150.5,214.6
166416986209,河北,HTC,神州行,Android,233,1111.2
166580924907,内蒙古,HTC,动感地带,Windows Mobile,270.4,1553.1
166427944600,黑龙江,HTC,动感地带,Android,8.3,919.7
166920838054,山东,HTC,动感地带,Android,35.9,1757
166712309914,天津,HTC,神州行,Android,183.9,205.8
166556750330,广西,HTC,神州行,Android,170.6,946.1
166711942585,新疆,HTC,神州行,Android,141.2,543.7
166816970536,河南,HTC,动感地带,Android,38.4,85.1
166423267837,上海,HTC,神州行,Android,16.1,1524
166751594729,山东,HTC,动感地带,Android,239.9,1278.9
166899772633,江苏,HTC,动感地带,Android,48.6,1224.9
166422073193,北京,HTC,动感地带,Android,198.5,1548.3
166790783152,福建,HTC,动感地带,Windows Mobile,224.6,137.7
166726540989,上海,HTC,神州行,Android,126.3,1622.6
166920348035,海南,HTC,动感地带,Android,202.1,812.5
166532713421,云南,HTC,神州行,Android,55.6,102
166925850305,黑龙江,HTC,动感地带,Android,49.5,779.9
166711980451,天津,HTC,神州行,Android,198,1940
166416104654,广东,HTC,神州行,Android,30.6,1170.6
166712301015,山西,HTC,神州行,Windows Mobile,134.5,1297.7
166713487782,内蒙古,HTC,动感地带,Android,225.5,74.3
166798877831,北京,HTC,动感地带,Android,258.7,1571.8
166431559122,云南,HTC,神州行,Android,15,371.6
166556759072,青海,HTC,动感地带,Android,254.4,484
166015028484,海南,HTC,动感地带,Android,103.4,977.4
166730047667,台湾,HTC,动感地带,Android,153.9,1998.6
166620236459,江苏,HTC,神州行,Android,46.7,1298.6
166816969094,云南,HTC,动感地带,Android,181.5,1728.3
166817798632,河南,HTC,神州行,Windows Mobile,246.7,1799.1
166537252945,香港,HTC,神州行,Android,103.9,1557.3
166713510842,浙江,HTC,动感地带,Android,140.9,255.9
166795117415,山西,HTC,动感地带,Android,110.7,260.5
166450831937,安徽,HTC,动感地带,Android,151.6,632.5
166816972112,福建,HTC,动感地带,Android,201.6,1245.7
166609819289,安徽,HTC,全球通,Android,86.9,635.3
166602535553,台湾,HTC,全球通,Android,3,1685.4
166556826259,新疆,HTC,全球通,Android,226,585.8
166923042494,江苏,HTC,动感地带,Android,222.4,1276.4
166662930535,新疆,HTC,神州行,Android,61.5,573.3
166816970932,贵州,HTC,动感地带,Android,21.3,1729.1
166539233813,宁夏,HTC,神州行,Android,255.6,19.9
166544773744,新疆,HTC,神州行,Android,160.6,1869
166798925716,山东,HTC,动感地带,Android,50.4,304.6
166999872486,贵州,HTC,动感地带,Android,200.6,1645.9
166926979478,陕西,HTC,全球通,Windows Mobile,255.6,320.3
166999873230,山西,HTC,动感地带,Windows Mobile,266.4,1400.1
166412158833,新疆,HTC,神州行,Windows Mobile,120.3,322
166631900196,江西,HTC,动感地带,Android,206.6,1080.9
166713050943,青海,HTC,动感地带,Windows Mobile,155.4,1866.1
166913872393,山西,HTC,神州行,Android,152,1534.2
166923104459,福建,HTC,全球通,Android,291.9,1235
166730137276,山西,HTC,动感地带,Android,168,894.2
166712722936,海南,HTC,神州行,Android,270,1627.4
166790363874,福建,HTC,动感地带,Android,27.2,963.1
166816959928,江苏,HTC,动感地带,Android,235.1,1767.1
166763301754,山东,HTC,动感地带,Windows Mobile,57.6,1240.3
166728589802,重庆,HTC,神州行,Android,252.3,28.6
166643105229,宁夏,HTC,神州行,Android,233.2,110.7
166798967274,安徽,HTC,动感地带,Android,261.2,1364
166920835103,新疆,HTC,动感地带,Android,295.2,68.7
166480233592,辽宁,HTC,动感地带,Android,169.3,187.3
166560939479,陕西,HTC,动感地带,Android,121.5,419.6
166798957233,青海,HTC,动感地带,Android,75.3,877
166559852822,河南,HTC,神州行,Windows Mobile,174.9,777.7
166798978901,辽宁,HTC,动感地带,Android,263.4,1148
166920837722,四川,HTC,动感地带,Android,188.7,1498.3
166412233168,河北,HTC,神州行,Android,193.5,227.6
166790473441,香港,HTC,动感地带,Android,68.6,269.3
166717454532,甘肃,HTC,神州行,Windows Mobile,245.3,1711.6
166817848624,辽宁,HTC,神州行,Android,265.4,1807.5
166798979885,海南,HTC,动感地带,Android,148.1,966.9
166818611583,台湾,HTC,动感地带,Windows Mobile,270.7,1804.1
166799060562,甘肃,HTC,动感地带,Android,126.1,1497.3
166425026716,宁夏,HTC,动感地带,Android,279.4,923
166553995728,江西,HTC,神州行,Android,229.7,1207
166017046228,河北,HTC,神州行,Android,50.9,1566.3
166816969646,上海,HTC,动感地带,Android,227.6,729.2
166412435622,河南,HTC,动感地带,Android,285.1,487.3
166818375978,天津,HTC,动感地带,Android,239.3,1247.8
166790455665,云南,HTC,动感地带,Android,163.1,1254
166816969625,云南,HTC,动感地带,Android,282.5,1794
166790704247,河南,HTC,动感地带,Android,263.4,1332.9
166631919710,内蒙古,HTC,动感地带,Android,264.7,127
166663009203,山东,HTC,神州行,Android,134.9,605.3
166816969263,福建,HTC,动感地带,Android,96.5,1749.2
166829253026,香港,HTC,全球通,Android,259,847.7
166532959620,北京,HTC,神州行,Android,286.5,646.5
166926977545,山东,HTC,全球通,Android,148.8,948.7
166424839327,重庆,HTC,动感地带,Android,54.6,807
166016910773,安徽,HTC,神州行,Android,69.3,1676.4
166538455663,江苏,HTC,神州行,Android,109.9,682.9
166818373859,新疆,HTC,动感地带,Android,198.2,1553.3
166433193962,广西,HTC,神州行,Android,265.7,1075.1
166712280518,江西,HTC,神州行,Windows Mobile,208.1,1733
166730059360,湖北,HTC,动感地带,Windows Mobile,236.4,891
166818371235,湖北,HTC,动感地带,Android,79.6,1248.2
166999866278,河北,HTC,动感地带,Android,295.8,1938.1
166999983213,台湾,HTC,动感地带,Android,44,892.9
166818625420,陕西,HTC,动感地带,Android,79.8,1217.9
166818367775,吉林,HTC,神州行,Windows Mobile,191.5,254.5
166480171871,宁夏,HTC,动感地带,Android,268.2,1367.4
166713513916,四川,HTC,动感地带,Android,267.7,1520
166007813657,西藏,HTC,动感地带,Windows Mobile,204.2,668.3
166999866309,北京,HTC,动感地带,Android,90.7,1992.9
166713556676,吉林,HTC,动感地带,Android,236.1,1721.6
166712066967,澳门,HTC,神州行,Android,166.4,472.7
166509967875,澳门,HTC,全球通,Windows Mobile,57.9,447.3
166631928480,河南,HTC,动感地带,Android,128.6,87
166099909107,上海,HTC,动感地带,Windows Mobile,222.2,333.1
166602461206,云南,HTC,全球通,Android,99.5,1034.9
166560976193,青海,HTC,动感地带,Android,16.3,1694.8
166724615220,天津,HTC,神州行,Windows Mobile,249.7,807.1
166416771986,江苏,HTC,神州行,Android,97.9,1066.7
166015038531,北京,HTC,动感地带,Windows Mobile,185.4,753.3
166925718538,上海,HTC,动感地带,Windows Mobile,279.9,913.3
166620142726,海南,HTC,神州行,Windows Mobile,146.9,1605.4
166730128212,新疆,HTC,动感地带,Android,116.1,853.7
166999877729,辽宁,HTC,动感地带,Android,22,1982
166790321570,吉林,HTC,动感地带,Windows Mobile,179.8,637.7
166592847829,河南,HTC,动感地带,Android,98.6,1669.4
166751372659,香港,HTC,动感地带,Android,204.2,84.1
166818345819,辽宁,HTC,动感地带,Android,214.8,694.2
166818362668,广东,HTC,动感地带,Android,250.1,1679.1
166999848351,吉林,HTC,动感地带,Android,60.7,1804.7
166480157118,贵州,HTC,动感地带,Android,213.6,1353.1
166099908329,安徽,HTC,动感地带,Android,57.6,1595.5
166920428494,江西,HTC,动感地带,Android,280,1083.3
166561001315,澳门,HTC,动感地带,Android,75.5,1020.7
166695092492,山东,HTC,神州行,Android,180.6,1888.4
166537270081,辽宁,HTC,神州行,Android,200.7,507.8
166434204956,甘肃,HTC,神州行,Android,91.4,1692.6
166424894097,河南,HTC,动感地带,Windows Mobile,200.3,821.6
166728587630,山东,HTC,动感地带,Android,117.9,98.4
166993086737,吉林,HTC,神州行,Android,39.9,1796.4
166532470459,天津,HTC,神州行,Android,49.8,868.9
166816961711,陕西,HTC,动感地带,Android,15.6,1200.5
166751557528,澳门,HTC,动感地带,Android,235.5,1150.7
166816969838,福建,HTC,动感地带,Android,204.7,1001.1
166999859817,福建,HTC,动感地带,Android,122.5,959.3
166790656457,贵州,HTC,动感地带,Android,44,474.9
166712814676,澳门,HTC,神州行,Android,64.1,1515.3
166580953281,江苏,HTC,全球通,Android,116,1643.4
166428540633,辽宁,HTC,动感地带,Android,132.4,1848.7
166556758154,河南,HTC,神州行,Android,170.8,1899.3
166650195886,重庆,HTC,神州行,Android,106.8,637
166920804615,黑龙江,HTC,动感地带,Android,290.9,974.4
166816970793,湖北,HTC,动感地带,Android,145,975.4
166423471067,新疆,HTC,神州行,Windows Mobile,12.8,529.7
166816971583,内蒙古,HTC,神州行,Android,72.2,44.4
166581042615,黑龙江,HTC,动感地带,Android,47,840.9
166728636353,江西,HTC,神州行,Android,236,1443.1
166019294665,福建,HTC,神州行,Android,114.8,40.4
166015549656,云南,HTC,神州行,Android,18.1,602.7
166818356624,湖南,HTC,神州行,Android,174.6,1724.4
166592852367,香港,HTC,神州行,Android,119.1,755.3
166423422448,河南,HTC,神州行,Android,226.7,187.2
166689066833,河南,HTC,神州行,Android,224,177.1
166717484425,西藏,HTC,神州行,Android,271.6,1689.4
166877110810,江苏,HTC,神州行,Android,91.5,721.4
166713140243,福建,HTC,神州行,Android,70.3,320.3
166723640575,香港,HTC,神州行,Android,244.6,1742.1
166612894877,河南,HTC,神州行,Android,98,704.5
166798959129,澳门,HTC,神州行,Android,299.8,1023.5
166816974057,黑龙江,HTC,神州行,Android,247.3,647.7
166424941870,重庆,HTC,神州行,Android,193.2,524.6
166798981771,海南,HTC,神州行,Android,64,1817.1
166798877092,甘肃,HTC,神州行,Android,127.4,429.5
166925868723,福建,HTC,神州行,Android,168.6,61.5
166717300804,宁夏,HTC,神州行,Android,154.2,1864.8
166532711374,上海,HTC,神州行,Android,105.4,1825
166751480260,福建,HTC,神州行,Android,178.6,706.6
166814361289,青海,HTC,神州行,Android,109.9,243.1
166423184822,陕西,HTC,神州行,Android,278.9,1563.3
166818413397,江苏,HTC,神州行,Android,236.1,676.1
166999865991,贵州,HTC,神州行,Android,201.1,1918.7
166017107176,广东,HTC,神州行,Android,130.7,1046.3
166816971318,辽宁,HTC,神州行,Android,17.5,1733.7
166813007311,新疆,HTC,神州行,Android,189.6,1307.4
166713160632,广东,HTC,神州行,Android,120.9,1288.5
166450810722,江苏,HTC,神州行,Android,273.3,521.7
166424855369,安徽,HTC,神州行,Android,0.7,1217
166423601821,重庆,HTC,神州行,Android,178.2,1706.4
166790461222,浙江,HTC,神州行,Android,150,897.9
166428571925,云南,HTC,神州行,Android,29.8,1263.9
166650598797,云南,HTC,神州行,Android,126.1,869.6
166416103188,湖北,HTC,神州行,Android,140.1,1639.7
166992864196,四川,HTC,神州行,Android,201.9,479.5
166728552971,福建,HTC,神州行,Android,270.7,775.7
166412429251,广西,HTC,神州行,Android,249.4,802
166730095575,重庆,HTC,神州行,Android,233.9,1502.8
166798886628,宁夏,HTC,神州行,Android,41.2,1912.8
166730113802,青海,HTC,神州行,Android,82.5,560.6
166412895661,江西,HTC,神州行,Android,57.4,1397.3
166790746265,北京,HTC,神州行,Android,101.6,800
166790764904,浙江,HTC,神州行,Android,213.3,1820.2
166662863150,台湾,HTC,神州行,Android,233.6,398.4
166017321098,天津,HTC,神州行,Android,81.8,1568.1
166537511201,湖南,HTC,神州行,Android,151.3,1308.5
166999876472,吉林,HTC,神州行,Android,244.9,858.4
166790549199,江西,HTC,神州行,Android,115.2,1711.9
166549549665,广西,HTC,神州行,Android,92.1,1352.8
166751495958,北京,HTC,神州行,Android,151.7,1325.2
166917130441,浙江,HTC,神州行,Android,238.3,989.4
166989754983,澳门,HTC,神州行,Android,72.1,1769.7
166790322450,山东,HTC,神州行,Android,216.8,705.2
166999956045,江苏,HTC,神州行,Android,113.5,868.7
166543859219,广西,HTC,神州行,Android,28,301.6
166989767345,贵州,HTC,神州行,Android,222.7,32.5
166711967254,山西,HTC,神州行,Android,98.6,1714.1
166820947525,浙江,HTC,神州行,Android,228.5,1315.2
166532632379,安徽,HTC,神州行,Android,207.9,1679.8
166799015321,澳门,HTC,神州行,Android,218.8,214.4
166425020848,河北,HTC,神州行,Android,127.4,1354.2
166790451501,山西,HTC,神州行,Android,41.9,920.5
166686769571,辽宁,HTC,神州行,Android,181.2,1167.4
166428702554,安徽,HTC,神州行,Android,229.8,1634.3
166434208021,贵州,HTC,神州行,Android,251.8,466.4
166812981011,香港,HTC,神州行,Android,266.9,1768.9
166533107742,新疆,HTC,神州行,Android,292.4,1521.4
166920355820,北京,HTC,神州行,Android,233.8,1623.1
166999860350,湖南,HTC,神州行,Android,22.8,581.5
166612792337,河北,HTC,神州行,Android,58.6,1811.7
166669988928,上海,HTC,神州行,Android,21.3,1499.3
166423181850,澳门,HTC,神州行,Android,186.9,575.3
